phi,threshold,region,Y,w,R,wage_bill,capital_income,identity_gap
0.318,0.9090909090909091,1,1.6135011986879262,-6.4539905700865114,-1.4224665192846201e-06,-6.4539905700865114,-1.42246651928462e-05,8.06750599343963
0.32,0.9090909090909091,1,1.6194353256307594,-6.477726352979729,-1.4949543308547261e-06,-6.477726352979729,-1.4949543308547261e-05,8.097176628153797
0.322,0.9090909090909091,1,1.6254088510076674,-6.501619694889177,-1.5709141494426516e-06,-6.501619694889177,-1.5709141494426515e-05,8.127044255038339
0.324,0.9090909090909091,1,1.6314221537111462,-6.525672109795522,-1.65050490639332e-06,-6.525672109795522,-1.65050490639332e-05,8.157110768555732
0.326,0.9090909090909091,1,1.6374756174105947,-6.549885130716054,-1.7338926324936737e-06,-6.549885130716054,-1.7338926324936735e-05,8.187378087052974
0.328,0.9090909090909091,1,1.6435696306268524,-6.5742603099996675,-1.8212507742620705e-06,-6.5742603099996675,-1.8212507742620705e-05,8.217848153134263
0.33,0.9090909090909091,1,1.6497045868081233,-6.598799219627246,-1.9127605245563796e-06,-6.598799219627246,-1.9127605245563796e-05,8.248522934040615
0.332,0.9090909090909091,1,1.6558808844073174,-6.623503451517588,-2.0086111681683736e-06,-6.623503451517588,-2.0086111681683734e-05,8.279404422036587
0.334,0.9090909090909091,1,1.6620989269608357,-6.648374617838913,-2.1090004431043253e-06,-6.648374617838913,-2.1090004431043253e-05,8.31049463480418
0.336,0.9090909090909091,1,1.6683591231688353,-6.673414351326158,-2.2141349182857296e-06,-6.673414351326158,-2.2141349182857295e-05,8.341795615844175
0.338,0.9090909090909091,1,1.6746618869770031,-6.6986243056041275,-2.324230388439711e-06,-6.6986243056041275,-2.324230388439711e-05,8.373309434885014
0.34,0.9090909090909091,1,1.6810076376598733,-6.724006155516624,-2.439512286986201e-06,-6.724006155516624,-2.439512286986201e-05,8.405038188299367
